Price,Year,Kilometer,Fuel Type,Transmission,Engine,Max Power,Max Torque,Length,Width,Fuel Tank Capacity
5900000,2018,47000,Diesel,Automatic,2967 cc,245 bhp @ 2910 rpm,600 Nm @ 1500 rpm,5052,1968,75
409999,2014,55000,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3850,1695,42
575000,2017,69508,Diesel,Manual,1498 cc,109 bhp @ 4000 rpm,250 Nm @ 1500 rpm,3995,1682,45
1450000,2022,2500,Diesel,Manual,1498 cc,98 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4549,1748,40
185000,2010,64000,Petrol,Manual,1586 cc,102@5500,145@4200,4490,1735,50
1650000,2014,53089,Petrol,Automatic,1796 cc,186 bhp @ 5600 rpm,285 Nm @ 4000 rpm,4868,1854,80
823000,2018,90000,Petrol,Automatic,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4490,1730,43
2095000,2021,23000,Diesel,Manual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4598,1894,50
350000,2012,55000,Petrol,Manual,998 cc,68@6200,90@3500,3539,1475,35
335000,2016,64000,Diesel,Manual,1186 cc,74 bhp @ 4000 rpm,190 Nm @ 1750 rpm,3765,1660,43
649000,2020,52236,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
400000,2013,76000,Petrol,Manual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,4440,1695,42
5500000,2020,19000,Petrol,Automatic,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,4633,1811,57
1375000,2013,97000,Diesel,Manual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,4705,1840,80
1190000,2018,76000,Diesel,Automatic,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,4270,1780,60
1930000,2021,15000,Diesel,Manual,1956 cc,168 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4598,1894,50
990000,2015,98000,Diesel,Manual,2494 cc,101 bhp @ 3600 rpm,200 Nm @ 1200 rpm,4585,1765,55
725000,2017,36597,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,45
6100000,2022,500,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,4686,1810,66
575000,2015,48000,Petrol,Manual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4490,1730,43
3200000,2016,55000,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4600,2069,65
2850000,2022,16000,Diesel,Automatic,2393 cc,148 bhp @ 3400 rpm,360 Nm @ 1400 rpm,4735,1830,55
725000,2016,53000,Petrol,Manual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4296,1695,45
380000,2013,35000,Diesel,Manual,1461 cc,85 bhp @ 3750 rpm,200 Nm @ 2000 rpm,4425,1695,41
434999,2014,50000,Petrol,Automatic,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3990,1680,35
425000,2016,52600,Petrol,Manual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,3971,1682,45
675000,2020,25000,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3995,1695,35
399000,2014,74000,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3995,1660,43
685000,2015,85000,Diesel,Automatic,1498 cc,103 bhp @ 4400 rpm,250 Nm @ 1500 rpm,4384,1699,55
265000,2011,28000,Petrol,Manual,,,,,,
940000,2021,35000,Petrol,Manual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,4390,1699,55
13100000,2021,17000,Petrol,Automatic,2999 cc,362 bhp @ 5500 rpm,500 Nm @ 1600 rpm,5207,2157,90
2690000,2016,57000,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4629,1898,75
1255000,2021,10000,Petrol,Manual,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
825000,2009,63300,Diesel,Automatic,2967 cc,240@4000,500@1500,4628,1879,75
390000,2014,46000,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
525000,2014,64000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,4370,1700,43
3450000,2022,4600,Petrol,Automatic,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,4318,1805,55
2825000,2018,23000,Diesel,Automatic,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,4630,1777,
1090000,2017,144933,Diesel,Manual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
275000,2009,80000,Petrol,Manual,1497 cc,118@6600,146@4600,4420,1695,42
434999,2015,32545,Petrol,Manual,1197 cc,79 bhp @ 5600 rpm,104 Nm @ 3100 rpm,3895,1735,45
2089999,2019,31000,Diesel,Automatic,1995 cc,182 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4475,1850,62
500000,2015,50000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1695,42
400000,2015,65000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1695,42
225000,2012,26000,Petrol,Manual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,3585,1595,35
965000,2021,27000,Diesel,Manual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,3995,1821,42
825000,2017,62000,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,224 Nm @ 1500 rpm,4270,1780,60
254999,2012,17000,Petrol,Manual,1086 cc,62 bhp @ 5500 rpm,96 Nm @ 3000 rpm,3565,1525,35
525000,2015,39234,Diesel,Manual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,4107,1745,60
285000,2013,72000,Diesel,Manual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,3999,1765,52
229999,2011,41215,Diesel,Manual,936 cc,58 bhp @ 4000 rpm,150 Nm @ 1750 rpm,3640,1595,35
4400000,2020,16519,Petrol,Automatic,1969 cc,187 bhp @ 5000 rpm,300 Nm @ 1300 rpm,4425,1863,54
200000,2011,51000,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3620,1475,35
1011000,2019,74179,Diesel,Automatic,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
6500000,2020,13000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,4658,1890,66
1063000,2019,31056,Diesel,Manual,1598 cc,118 bhp @ 3750 rpm,320 Nm @ 1750 rpm,4300,1765,48
675000,2016,49148,Petrol,Automatic,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4265,1695,45
7475000,2021,13000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,5063,1860,80
7000000,2021,19000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,4658,1890,66
2175000,2015,152000,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4629,1898,75
690000,2015,59000,Petrol,Automatic,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
1525000,2016,32000,Diesel,Automatic,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,4456,1796,50
475000,2011,72000,Petrol,Automatic,2354 cc,178 bhp @ 6500 rpm,222 Nm @ 4300 rpm,4950,1845,70
1123000,2017,80000,Diesel,Automatic,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,4440,1729,45
990000,2019,21894,Petrol,Automatic,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4395,1735,45
5250000,2018,21000,Diesel,Automatic,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,4899,2094,65
515000,2015,63587,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,3990,1680,35
850000,2019,32000,Petrol,Automatic,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4490,1730,43
865000,2018,53694,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
365000,2009,140000,Diesel,Manual,1248 cc,75@4000,190@2000,4160,1690,43
3390000,2015,91100,Diesel,Automatic,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,5120,1934,100
1450000,2014,58000,Diesel,Automatic,1968 cc,177 bhp @ 3750 rpm,380 Nm @ 1750 rpm,4915,1874,65
434999,2012,76148,Diesel,Manual,1396 cc,90@4000,220@1750,3940,1710,45
650000,2015,104000,Diesel,Manual,2523 cc,75 bhp @ 3200 rpm,200 Nm @ 1400 rpm,4456,1820,60
1175000,2013,50000,Diesel,Automatic,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4701,1826,63
325000,2017,56000,Petrol,Manual,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,3495,1550,32
525000,2014,48000,Diesel,Manual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,4315,1822,50
1225000,2021,23000,Petrol,Manual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,4395,1735,45
4200000,2021,5600,Diesel,Automatic,1950 cc,147 bhp @ 3400 rpm,320 Nm @ 1400 rpm,4549,1796,43
550000,2015,33000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,45
1275000,2019,58900,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,4270,1780,55
1585000,2019,65000,Diesel,Manual,,,,4395,1818,60
960000,2012,222000,Diesel,Manual,2494 cc,102@5600,200@1400,4555,1770,55
3900000,2016,20000,Diesel,Automatic,1999 cc,177 bhp @ 4000 rpm,430 Nm @ 1750 rpm,4600,2069,65
434999,2019,32000,Petrol,Manual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,3679,1579,28
650000,2017,62000,Diesel,Manual,2523 cc,63 bhp @ 3200 rpm,195 Nm @ 1400 rpm,4107,1745,
775000,2017,71000,Petrol,Manual,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4296,1695,45
185000,2008,61000,Petrol,Automatic,1197 cc,80@5200,111@4000,3565,1595,35
204999,2011,42152,Petrol,Manual,,,,,,
560000,2017,29000,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
1000000,2014,158690,Diesel,Manual,2494 cc,100 bhp @ 3600 rpm,200 Nm @ 1400 rpm,4585,1760,55
5000000,2016,61000,Diesel,Automatic,2987 cc,255 bhp @ 3400 rpm,620 Nm @ 1600 rpm,4819,2141,93
635000,2016,92000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4490,1730,43
650000,2020,42000,Petrol,Manual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,3995,1735,37
345000,2019,60969,Petrol,Manual,1198 cc,67 bhp @ 5000 rpm,104 Nm @ 4000 rpm,3785,1635,35
865000,2017,93000,Diesel,Manual,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,4585,1890,70
1380000,2014,100000,Diesel,Automatic,1968 cc,141 bhp @ 4200 rpm,320 Nm @ 1750 rpm,4701,1826,63
585000,2018,31000,Petrol,Manual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4490,1730,43
690000,2020,55000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3995,1745,37
380000,2018,68320,CNG,Manual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,3599,1495,35
850000,2018,65000,Diesel,Manual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1700 rpm,4788,1903,60
1750000,2013,95000,Diesel,Manual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,4705,1840,80
275000,2013,85785,Diesel,Manual,1248 cc,73 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3775,1680,43
690000,2018,38000,Petrol,Manual,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,4390,1699,55
1130000,2020,12905,Petrol,Manual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,3995,1775,37
2295000,2019,26000,Diesel,Automatic,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,4735,1830,55
4100000,2021,9000,Petrol,Automatic,1332 cc,161 bhp @ 5500 rpm,250 Nm @ 1620 rpm,4549,1796,43
725000,2018,65000,Diesel,Manual,1497 cc,108 bhp @ 3750 rpm,260 Nm @ 1500 rpm,3994,1811,44
595000,2019,48000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,40
290000,2011,91000,Petrol,Manual,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
350000,2011,84873,Petrol,Manual,,,,,,
6100000,2022,15000,Petrol,Automatic,1995 cc,268 bhp @ 5150 rpm,400 Nm @ 3000 rpm,4882,1894,81
1080000,2020,52000,Diesel,Manual,1497 cc,115 bhp @ 3750 rpm,300 Nm @ 1500 rpm,3995,1821,42
299000,2013,90000,Diesel,Manual,1364 cc,68 bhp @ 3600 rpm,170 Nm @ 2400 rpm,4265,1695,45
575000,2018,58000,Petrol + CNG,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3850,1695,42
390000,2014,67000,Petrol,Automatic,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,3990,1680,35
875000,2015,67000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,4456,1820,60
1175000,2021,37556,Diesel,Manual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,3995,1770,45
260000,2012,54000,Petrol,Manual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3620,1475,35
650000,2019,42000,Petrol,Manual,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,3990,1680,35
625000,2017,55000,Petrol,Manual,1198 cc,74 bhp @ 5400 rpm,110 Nm @ 3750 rpm,3995,1682,45
1725000,2019,23952,Diesel,Manual,1956 cc,169 bhp @ 3750 rpm,350 Nm @ 1750 rpm,4655,1835,60
299000,2015,92000,CNG,Manual,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,3599,1495,35
375000,2013,34000,Petrol,Automatic,1197 cc,79 bhp @ 6000 rpm,112.7619 Nm @ 4000 rpm,3585,1595,35
639000,2020,44300,Petrol,Automatic,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3695,1600,35
591000,2015,65000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4490,1730,43
4200000,2018,102000,Diesel,Automatic,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,4819,2141,93
250000,2009,110000,Petrol,Automatic,1497 cc,118@6600,146@4600,4420,1695,42
1399000,2021,11000,Petrol,Manual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,4315,1800,50
740000,2020,39000,CNG,Manual,1197 cc,68 bhp @ 6000 rpm,95 Nm @ 4000 rpm,3995,1680,65
175000,2009,65000,Petrol,Manual,1086 cc,67@5500,99@2800,3565,1595,35
3750000,2019,42500,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,4624,2031,
1600000,2013,80000,Diesel,Automatic,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,4899,2094,65
285000,2013,25200,Petrol,Manual,998 cc,68@6200,90@3500,3539,1475,35
250000,2017,132683,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,4440,1695,40
625000,2017,81000,Diesel,Manual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,4315,1822,50
190000,2011,58888,Petrol,Manual,,,,,,
4800000,2019,30000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4936,1868,65
575000,2015,50599,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3850,1695,42
2800000,2017,29000,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,350 Nm @ 1750 rpm,4454,2044,63
785000,2018,23000,Petrol,Automatic,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3955,1694,40
4575000,2019,50000,Diesel,Automatic,2179 cc,188 bhp @ 3500 rpm,420 Nm @ 1750 rpm,4600,2069,65
1950000,2016,84878,Diesel,Automatic,1968 cc,174 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4385,1831,64
4800000,2019,31000,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4936,1868,65
1998999,2019,71063,Diesel,Manual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,4735,1830,55
475000,2016,69001,Petrol,Manual,1499 cc,110 bhp @ 6300 rpm,140 Nm @ 4400 rpm,3999,1765,52
415000,2014,62000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,4370,1700,43
375000,2012,82000,Diesel,Manual,1336 cc,89 bhp @ 4000 rpm,219.744 Nm @ 1500 rpm,3995,1710,45
300000,2011,49200,Petrol,Manual,1496 cc,80 bhp @ 5600 rpm,132 Nm @ 3000 rpm,4265,1695,45
1500000,2021,8000,Petrol,Manual,1997 cc,150 bhp @ 5000 rpm,300 Nm @ 1250 rpm,3985,1820,57
975000,2019,58000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,3995,1790,48
370000,2015,64000,Petrol,Manual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3545,1490,35
250000,2012,48568,Petrol,Manual,1086 cc,68 bhp @ 5500 rpm,99.08 Nm @ 4500 rpm,3585,1595,35
3150000,2014,66500,Diesel,Automatic,2993 cc,271 bhp @ 4000 rpm,600 Nm @ 2000 rpm,5252,1899,83
1115000,2018,58590,Diesel,Manual,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,4585,1890,70
130000,2009,59000,Petrol,Manual,1086 cc,67@5500,99@2800,3565,1595,35
299000,2013,47000,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3850,1695,42
300000,2014,40000,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,113.796 Nm @ 4000 rpm,3995,1710,45
3325000,2021,13092,Petrol,Automatic,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,4869,1864,66
1950000,2016,57057,Diesel,Automatic,1968 cc,177 bhp @ 4200 rpm,380 Nm @ 1750 rpm,4701,1826,63
500000,2015,90000,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1695,42
595000,2015,45000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1760,45
484999,2018,44000,Petrol,Automatic,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3715,1635,35
1700000,2021,17000,Diesel,Manual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,3985,1820,57
579000,2019,50860,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,3655,1620,32
3800000,2020,20000,Diesel,Automatic,1996 cc,168 bhp @ 3500 rpm,420 Nm @ 2000 rpm,4903,1869,80
3290000,2018,51000,Diesel,Automatic,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,4795,1855,80
4250000,2018,24000,Diesel,Automatic,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,4686,1810,66
535000,2017,34908,Petrol,Manual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3995,1745,37
775000,2017,67000,Diesel,Automatic,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,4315,1822,50
345000,2014,19000,Petrol,Automatic,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3600,1600,35
3400000,2019,30600,Petrol,Automatic,1984 cc,227 bhp @ 5500 rpm,350 Nm @ 1250 rpm,4689,1814,50
4500000,2018,49500,Diesel,Automatic,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4936,1868,65
525000,2016,18800,Petrol,Manual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3955,1694,40
650000,2016,100000,Petrol,Manual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,3985,1734,45
1074000,2017,50050,Petrol,Automatic,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,4270,1780,60
1750000,2021,14000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,265 Nm @ 1900 rpm,4270,1780,60
590000,2014,55000,Diesel,Manual,1461 cc,84 bhp @ 3750 rpm,200 Nm @ 1900 rpm,4331,1822,50
7990000,2018,23000,Petrol,Automatic,4951 cc,396 bhp @ 6500 rpm,515 Nm @ 4250 rpm,4784,2080,60.9
1725000,2020,35000,Diesel,Manual,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,4300,1790,50
630000,2019,20734,Petrol,Automatic,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,3695,1600,35
6975000,2020,15200,Diesel,Automatic,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,4988,1890,66
1375000,2013,83000,Diesel,Manual,2982 cc,169 bhp @ 3600 rpm,343 Nm @ 1400 rpm,4705,1840,80
425000,2014,75000,Diesel,Manual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,3990,1680,35
2196000,2019,42794,Diesel,Automatic,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,4735,1830,55
6300000,2020,40000,Diesel,Automatic,1950 cc,161 bhp @ 4200 rpm,380 Nm @ 1200 rpm,5140,1928,57
200000,2008,41000,Petrol,Manual,796 cc,47@6200,62@3000,3495,1475,35
250000,2009,72256,Petrol,Manual,1497 cc,118@6600,146@4600,4420,1695,42
2950000,2018,17300,Diesel,Automatic,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,4456,1796,50
985000,2017,68000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,280 Nm @ 1800 rpm,4456,1820,60
750000,2019,43600,Petrol,Automatic,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,3995,1770,45
450000,2018,43000,Petrol,Manual,998 cc,67.7 bhp @ 6200 rpm,90 Nm @ 3500 rpm,3636,1475,35
849000,2021,17283,Petrol,Manual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,3995,1790,48
430000,2014,59000,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3995,1695,42
740000,2017,88000,Diesel,Manual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,4296,1695,45
1975000,2015,19000,Petrol,Automatic,1991 cc,181 bhp @ 5500 rpm,300 Nm @ 1200 rpm,4630,1777,
12500000,2021,9500,Petrol,Automatic,2998 cc,335 bhp @ 5500 rpm,450 Nm @ 1500 rpm,5151,2000,83
1260000,2018,36000,Petrol,Automatic,1591 cc,122 bhp @ 6400 rpm,151 Nm @ 4850 rpm,4270,1780,55
250000,2017,32000,Petrol,Manual,799 cc,53 bhp @ 5678 rpm,72 Nm @ 4386 rpm,3679,1579,28
975000,2018,53300,Petrol,Automatic,1591 cc,121 bhp @ 6400 rpm,151 Nm @ 4850 rpm,4440,1729,45
4151000,2022,1,Petrol,Automatic,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1450 rpm,4762,1847,54
3250000,2020,32005,Diesel,Automatic,1995 cc,184 bhp @ 4000 rpm,380 Nm @ 1750 rpm,4454,1798,61
3450000,2018,35000,Diesel,Automatic,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,4892,1860,80
6680000,2022,18223,Petrol,Automatic,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,4708,1891,60
600000,2016,92000,Diesel,Manual,1493 cc,84 bhp @ 3750 rpm,230 Nm @ 1500 rpm,3995,1835,60
1465000,2019,22000,Petrol,Automatic,1999 cc,150 bhp @ 6200 rpm,192 Nm @ 4000 rpm,4570,1800,50
475000,2014,62000,Petrol,Manual,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,4370,1700,43
1000000,2022,4000,Petrol,Automatic,999 cc,71 bhp @ 6250 rpm,96 Nm @ 3500 rpm,3991,1750,40
1850000,2016,72000,Diesel,Automatic,2755 cc,172 bhp @ 3400 rpm,360 Nm @ 1200 rpm,4735,1830,55
570000,2015,60798,Petrol,Manual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,4490,1730,43
770000,2016,20000,Petrol,Automatic,1591 cc,121 bhp @ 6300 rpm,158 Nm @ 4200 rpm,4375,1700,43
1040000,2019,18000,Petrol,Automatic,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,4440,1695,40
675000,2014,78000,Diesel,Manual,2179 cc,120 bhp @ 4000 rpm,290 Nm @ 1800 rpm,4430,1817,60
450000,2014,52000,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3995,1695,42
800000,2022,10000,Petrol,Manual,1197 cc,89 bhp @ 6000 rpm,113 Nm @ 4400 rpm,3845,1735,37
2200000,2021,32000,Diesel,Manual,2179 cc,154 bhp @ 4000 rpm,400 Nm @ 1750 rpm,4655,1965,63
1075000,2015,138000,Diesel,Manual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,4585,1890,70
560000,2018,84500,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3995,1735,37
450000,2016,47000,Petrol,Manual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3765,1660,43
4175000,2018,20000,Diesel,Automatic,1969 cc,190 bhp @ 4250 rpm,400 Nm @ 1750 rpm,4963,1879,55
5200000,2022,0,Petrol,Automatic,1998 cc,228 bhp @ 5200 rpm,320 Nm @ 1450 rpm,3850,1727,44
810000,2018,73000,Diesel,Manual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,4440,1729,45
1875000,2011,72000,Petrol,Automatic,4663 cc,453 bhp @ 5250 rpm,700 Nm @ 1800 rpm,5246,1899,80
520000,2015,42000,Petrol,Automatic,1198 cc,87 bhp @ 6000 rpm,110 Nm @ 4800 rpm,3955,1694,40
8900000,2021,9000,Diesel,Automatic,1950 cc,241 bhp @ 4200 rpm,500 Nm @ 1600 rpm,4924,2157,93
5590000,2015,33000,Diesel,Automatic,,,,,,
425000,2015,36528,Diesel,Manual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,3850,1695,42
325000,2012,30000,Petrol,Manual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,3850,1695,42
1889999,2021,17000,Petrol,Automatic,1451 cc,141 bhp @ 5000 rpm,250 Nm @ 1600 rpm,4655,1835,60
